Benchmark                                    (impl)   (payloadType)  (percentageRangeKeys)  (seed)  (size)  (workload)    Mode     Cnt        Score      Error  Units
JDKMapBench.bench                 JDKGDXDSFIBIN_HASH  STRING_UNIFORM                    100  467505    5000    CONTAINS  sample  536334       75.604 ±    2.279  ns/op
JDKMapBench.bench                 JDKGDXDSFIBIN_HASH  STRING_UNIFORM                    100  467505    5000        COPY  sample  157446   126913.863 ±  396.824  ns/op
JDKMapBench.bench                 JDKGDXDSFIBIN_HASH  STRING_UNIFORM                    100  467505    5000     ITERATE  sample  333097    59970.770 ±   12.147  ns/op
JDKMapBench.bench                 JDKGDXDSFIBIN_HASH  STRING_UNIFORM                    100  467505   10000    POPULATE  sample   31939   625603.917 ± 2037.826  ns/op
JDKMapBench.bench                 JDKGDXDSFIBIN_HASH  STRING_UNIFORM                    100  467505   10000    CONTAINS  sample  487091       87.781 ±    1.754  ns/op
JDKMapBench.bench                 JDKGDXDSFIBIN_HASH  STRING_UNIFORM                    100  467505   10000        COPY  sample   71028   281281.625 ±  908.356  ns/op
JDKMapBench.bench                 JDKGDXDSFIBIN_HASH  STRING_UNIFORM                    100  467505   10000     ITERATE  sample  160214   124728.695 ±   29.240  ns/op
JDKMapBench.bench                JDKGDXDSFIBIN2_HASH  STRING_UNIFORM                    100  467505       5    POPULATE  sample  549158      112.404 ±   15.759  ns/op
JDKMapBench.bench                JDKGDXDSFIBIN2_HASH  STRING_UNIFORM                    100  467505       5    CONTAINS  sample  795181       39.534 ±    0.668  ns/op
JDKMapBench.bench                JDKGDXDSFIBIN2_HASH  STRING_UNIFORM                    100  467505       5        COPY  sample  448500      130.387 ±   15.985  ns/op
JDKMapBench.bench                JDKGDXDSFIBIN2_HASH  STRING_UNIFORM                    100  467505       5     ITERATE  sample  584804       95.870 ±    1.446  ns/op
JDKMapBench.bench                JDKGDXDSFIBIN2_HASH  STRING_UNIFORM                    100  467505      10    POPULATE  sample  690739      141.103 ±    7.773  ns/op
JDKMapBench.bench                JDKGDXDSFIBIN2_HASH  STRING_UNIFORM                    100  467505      10    CONTAINS  sample  774548       37.887 ±    0.940  ns/op
JDKMapBench.bench                JDKGDXDSFIBIN2_HASH  STRING_UNIFORM                    100  467505      10        COPY  sample  638511      153.746 ±    8.925  ns/op
JDKMapBench.bench                JDKGDXDSFIBIN2_HASH  STRING_UNIFORM                    100  467505      10     ITERATE  sample  702612      133.308 ±    1.346  ns/op
JDKMapBench.bench                JDKGDXDSFIBIN2_HASH  STRING_UNIFORM                    100  467505      50    POPULATE  sample  785359      850.061 ±   24.020  ns/op
