Benchmark                                   (impl)   (payloadType)  (percentageRangeKeys)  (seed)  (size)  (workload)    Mode     Cnt        Score      Error  Units
JDKMapBench.bench                 JDKGDXDSFIB_HASH  STRING_UNIFORM                    100  467505    5000    CONTAINS  sample  509963       75.794 ±    1.501  ns/op
JDKMapBench.bench                 JDKGDXDSFIB_HASH  STRING_UNIFORM                    100  467505    5000        COPY  sample  156675   127537.050 ±  407.820  ns/op
JDKMapBench.bench                 JDKGDXDSFIB_HASH  STRING_UNIFORM                    100  467505    5000     ITERATE  sample  331698    60225.435 ±   11.352  ns/op
JDKMapBench.bench                 JDKGDXDSFIB_HASH  STRING_UNIFORM                    100  467505   10000    POPULATE  sample   31397   636465.982 ± 2062.328  ns/op
JDKMapBench.bench                 JDKGDXDSFIB_HASH  STRING_UNIFORM                    100  467505   10000    CONTAINS  sample  505193       82.244 ±    1.749  ns/op
JDKMapBench.bench                 JDKGDXDSFIB_HASH  STRING_UNIFORM                    100  467505   10000        COPY  sample   69372   288008.635 ±  952.563  ns/op
JDKMapBench.bench                 JDKGDXDSFIB_HASH  STRING_UNIFORM                    100  467505   10000     ITERATE  sample  151193   132116.387 ±   34.434  ns/op
JDKMapBench.bench                    JDKGDXDS_HASH  STRING_UNIFORM                    100  467505       5    POPULATE  sample  562379       94.259 ±    1.544  ns/op
JDKMapBench.bench                    JDKGDXDS_HASH  STRING_UNIFORM                    100  467505       5    CONTAINS  sample  419186       39.627 ±    1.734  ns/op
JDKMapBench.bench                    JDKGDXDS_HASH  STRING_UNIFORM                    100  467505       5        COPY  sample  429042      125.744 ±   12.036  ns/op
JDKMapBench.bench                    JDKGDXDS_HASH  STRING_UNIFORM                    100  467505       5     ITERATE  sample  639033       82.650 ±    1.351  ns/op
JDKMapBench.bench                    JDKGDXDS_HASH  STRING_UNIFORM                    100  467505      10    POPULATE  sample  640891      159.544 ±   14.826  ns/op
JDKMapBench.bench                    JDKGDXDS_HASH  STRING_UNIFORM                    100  467505      10    CONTAINS  sample  586960       38.560 ±    0.879  ns/op
JDKMapBench.bench                    JDKGDXDS_HASH  STRING_UNIFORM                    100  467505      10        COPY  sample  632806      157.081 ±   12.684  ns/op
JDKMapBench.bench                    JDKGDXDS_HASH  STRING_UNIFORM                    100  467505      10     ITERATE  sample  790910      119.238 ±    1.207  ns/op
JDKMapBench.bench                    JDKGDXDS_HASH  STRING_UNIFORM                    100  467505      50    POPULATE  sample  690691      951.567 ±   20.481  ns/op
JDKMapBench.bench                    JDKGDXDS_HASH  STRING_UNIFORM                    100  467505      50    CONTAINS  sample  607934       56.950 ±    1.265  ns/op
JDKMapBench.bench                    JDKGDXDS_HASH  STRING_UNIFORM                    100  467505      50        COPY  sample  431823      804.231 ±   35.912  ns/op
JDKMapBench.bench                    JDKGDXDS_HASH  STRING_UNIFORM                    100  467505      50     ITERATE  sample  663103      495.063 ±    1.646  ns/op
JDKMapBench.bench                    JDKGDXDS_HASH  STRING_UNIFORM                    100  467505     100    POPULATE  sample  616578     2119.131 ±   39.100  ns/op
JDKMapBench.bench                    JDKGDXDS_HASH  STRING_UNIFORM                    100  467505     100    CONTAINS  sample  617984       60.529 ±    1.250  ns/op
JDKMapBench.bench                    JDKGDXDS_HASH  STRING_UNIFORM                    100  467505     100        COPY  sample  450039     1505.168 ±   49.103  ns/op
JDKMapBench.bench                    JDKGDXDS_HASH  STRING_UNIFORM                    100  467505     100     ITERATE  sample  709035      904.731 ±    1.905  ns/op
JDKMapBench.bench                    JDKGDXDS_HASH  STRING_UNIFORM                    100  467505     500    POPULATE  sample  329988    15465.610 ±  126.630  ns/op
JDKMapBench.bench                    JDKGDXDS_HASH  STRING_UNIFORM                    100  467505     500    CONTAINS  sample  471647       48.529 ±    1.397  ns/op
JDKMapBench.bench                    JDKGDXDS_HASH  STRING_UNIFORM                    100  467505     500        COPY  sample  476292     5422.722 ±   70.255  ns/op
JDKMapBench.bench                    JDKGDXDS_HASH  STRING_UNIFORM                    100  467505     500     ITERATE  sample  564462     4451.242 ±    2.878  ns/op
JDKMapBench.bench                    JDKGDXDS_HASH  STRING_UNIFORM                    100  467505    1000    POPULATE  sample  293590    34352.056 ±  169.243  ns/op
JDKMapBench.bench                    JDKGDXDS_HASH  STRING_UNIFORM                    100  467505    1000    CONTAINS  sample  790268       51.115 ±    0.851  ns/op
JDKMapBench.bench                    JDKGDXDS_HASH  STRING_UNIFORM                    100  467505    1000        COPY  sample  369888    13818.256 ±  117.394  ns/op
JDKMapBench.bench                    JDKGDXDS_HASH  STRING_UNIFORM                    100  467505    1000     ITERATE  sample  533724     9376.915 ±    4.192  ns/op
JDKMapBench.bench                    JDKGDXDS_HASH  STRING_UNIFORM                    100  467505    5000    POPULATE  sample   63278   315765.647 ±  986.735  ns/op
JDKMapBench.bench                    JDKGDXDS_HASH  STRING_UNIFORM                    100  467505    5000    CONTAINS  sample  542274       77.273 ±    1.613  ns/op
JDKMapBench.bench                    JDKGDXDS_HASH  STRING_UNIFORM                    100  467505    5000        COPY  sample  160838   124235.263 ±  400.910  ns/op
JDKMapBench.bench                    JDKGDXDS_HASH  STRING_UNIFORM                    100  467505    5000     ITERATE  sample  333937    59820.521 ±   11.657  ns/op
JDKMapBench.bench                    JDKGDXDS_HASH  STRING_UNIFORM                    100  467505   10000    POPULATE  sample   29830   669912.883 ± 2136.527  ns/op
JDKMapBench.bench                    JDKGDXDS_HASH  STRING_UNIFORM                    100  467505   10000    CONTAINS  sample  491816       83.430 ±    1.696  ns/op
JDKMapBench.bench                    JDKGDXDS_HASH  STRING_UNIFORM                    100  467505   10000        COPY  sample   69441   287730.374 ±  945.788  ns/op
JDKMapBench.bench                    JDKGDXDS_HASH  STRING_UNIFORM                    100  467505   10000     ITERATE  sample  159556   125244.288 ±   27.997  ns/op
JDKMapBench.bench                FASTUTIL_O2O_HASH  STRING_UNIFORM                    100  467505       5    POPULATE  sample  567482       97.813 ±    1.930  ns/op
JDKMapBench.bench                FASTUTIL_O2O_HASH  STRING_UNIFORM                    100  467505       5    CONTAINS  sample  412872       41.133 ±    1.695  ns/op
JDKMapBench.bench                FASTUTIL_O2O_HASH  STRING_UNIFORM                    100  467505       5        COPY  sample  471194      118.123 ±    6.920  ns/op
JDKMapBench.bench                FASTUTIL_O2O_HASH  STRING_UNIFORM                    100  467505       5     ITERATE  sample  629884       91.769 ±   10.920  ns/op
JDKMapBench.bench                FASTUTIL_O2O_HASH  STRING_UNIFORM                    100  467505      10    POPULATE  sample  637599      154.200 ±   10.157  ns/op
JDKMapBench.bench                FASTUTIL_O2O_HASH  STRING_UNIFORM                    100  467505      10    CONTAINS  sample  738933       36.863 ±    0.952  ns/op
JDKMapBench.bench                FASTUTIL_O2O_HASH  STRING_UNIFORM                    100  467505      10        COPY  sample  561127      177.680 ±   15.105  ns/op
JDKMapBench.bench                FASTUTIL_O2O_HASH  STRING_UNIFORM                    100  467505      10     ITERATE  sample  727574      134.915 ±    8.677  ns/op
JDKMapBench.bench                FASTUTIL_O2O_HASH  STRING_UNIFORM                    100  467505      50    POPULATE  sample  584291     1142.526 ±   31.359  ns/op
JDKMapBench.bench                FASTUTIL_O2O_HASH  STRING_UNIFORM                    100  467505      50    CONTAINS  sample  422808       48.689 ±    1.707  ns/op
JDKMapBench.bench                FASTUTIL_O2O_HASH  STRING_UNIFORM                    100  467505      50        COPY  sample  531031      650.767 ±   23.802  ns/op
JDKMapBench.bench                FASTUTIL_O2O_HASH  STRING_UNIFORM                    100  467505      50     ITERATE  sample  677511      518.734 ±   21.359  ns/op
JDKMapBench.bench                FASTUTIL_O2O_HASH  STRING_UNIFORM                    100  467505     100    POPULATE  sample  503874     2584.913 ±   45.225  ns/op
JDKMapBench.bench                FASTUTIL_O2O_HASH  STRING_UNIFORM                    100  467505     100    CONTAINS  sample  766891       49.641 ±    0.830  ns/op
JDKMapBench.bench                FASTUTIL_O2O_HASH  STRING_UNIFORM                    100  467505     100        COPY  sample  495885     1353.297 ±   38.539  ns/op
JDKMapBench.bench                FASTUTIL_O2O_HASH  STRING_UNIFORM                    100  467505     100     ITERATE  sample  668995     1005.094 ±   26.322  ns/op
JDKMapBench.bench                FASTUTIL_O2O_HASH  STRING_UNIFORM                    100  467505     500    POPULATE  sample  351918    14536.805 ±  124.617  ns/op
JDKMapBench.bench                FASTUTIL_O2O_HASH  STRING_UNIFORM                    100  467505     500    CONTAINS  sample  467571       48.250 ±    1.454  ns/op
JDKMapBench.bench                FASTUTIL_O2O_HASH  STRING_UNIFORM                    100  467505     500        COPY  sample  495498     5208.212 ±   65.977  ns/op
JDKMapBench.bench                FASTUTIL_O2O_HASH  STRING_UNIFORM                    100  467505     500     ITERATE  sample  475906     5389.360 ±   58.526  ns/op
JDKMapBench.bench                FASTUTIL_O2O_HASH  STRING_UNIFORM                    100  467505    1000    POPULATE  sample  241957    41760.053 ±  214.318  ns/op
JDKMapBench.bench                FASTUTIL_O2O_HASH  STRING_UNIFORM                    100  467505    1000    CONTAINS  sample  447674       48.881 ±    1.348  ns/op
JDKMapBench.bench                FASTUTIL_O2O_HASH  STRING_UNIFORM                    100  467505    1000        COPY  sample  402223    12653.888 ±  103.702  ns/op
JDKMapBench.bench                FASTUTIL_O2O_HASH  STRING_UNIFORM                    100  467505    1000     ITERATE  sample  479212    10591.243 ±   77.137  ns/op
JDKMapBench.bench                FASTUTIL_O2O_HASH  STRING_UNIFORM                    100  467505    5000    POPULATE  sample   63476   314785.119 ±  989.454  ns/op
JDKMapBench.bench                FASTUTIL_O2O_HASH  STRING_UNIFORM                    100  467505    5000    CONTAINS  sample  572782       70.414 ±    1.440  ns/op
JDKMapBench.bench                FASTUTIL_O2O_HASH  STRING_UNIFORM                    100  467505    5000        COPY  sample  172585   115771.978 ±  362.107  ns/op
JDKMapBench.bench                FASTUTIL_O2O_HASH  STRING_UNIFORM                    100  467505    5000     ITERATE  sample  293610    68010.036 ±  184.265  ns/op
